,id,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
248,52MW2hwNmLa0KdsZZk8360,Start Me Up,The Rolling Stones,0.629,0.905,5,-4.745,1,0.0378,0.0273,0.199,0.0644,0.967,122.448,audio_features,52MW2hwNmLa0KdsZZk8360,spotify:track:52MW2hwNmLa0KdsZZk8360,https://api.spotify.com/v1/tracks/52MW2hwNmLa0KdsZZk8360,https://api.spotify.com/v1/audio-analysis/52MW2hwNmLa0KdsZZk8360,212960,4
249,5xrtukz8GnzhqRsCtDXrQ3,Anybody Seen My Baby?,The Rolling Stones,0.635,0.657,4,-6.497,0,0.0303,0.00331,0.00105,0.428,0.531,105.077,audio_features,5xrtukz8GnzhqRsCtDXrQ3,spotify:track:5xrtukz8GnzhqRsCtDXrQ3,https://api.spotify.com/v1/tracks/5xrtukz8GnzhqRsCtDXrQ3,https://api.spotify.com/v1/audio-analysis/5xrtukz8GnzhqRsCtDXrQ3,245813,4
250,7bmQq7In6J04u3XX4QLUS8,God Gave Me Everything,Mick Jagger,0.591,0.836,9,-5.325,1,0.0276,0.000258,0.00278,0.0736,0.683,128.917,audio_features,7bmQq7In6J04u3XX4QLUS8,spotify:track:7bmQq7In6J04u3XX4QLUS8,https://api.spotify.com/v1/tracks/7bmQq7In6J04u3XX4QLUS8,https://api.spotify.com/v1/audio-analysis/7bmQq7In6J04u3XX4QLUS8,213467,4
251,4RU7rnJBOXCzWmsLDqUaFC,Look Around,Red Hot Chili Peppers,0.56,0.953,7,-2.372,0,0.0851,0.005,1.6e-05,0.226,0.519,111.911,audio_features,4RU7rnJBOXCzWmsLDqUaFC,spotify:track:4RU7rnJBOXCzWmsLDqUaFC,https://api.spotify.com/v1/tracks/4RU7rnJBOXCzWmsLDqUaFC,https://api.spotify.com/v1/audio-analysis/4RU7rnJBOXCzWmsLDqUaFC,208000,4
252,0PgNhIg5n0UAOBVn43b8b6,The Adventures of Rain Dance Maggie,Red Hot Chili Peppers,0.683,0.734,4,-4.523,0,0.029,0.00112,0.0139,0.258,0.576,106.254,audio_features,0PgNhIg5n0UAOBVn43b8b6,spotify:track:0PgNhIg5n0UAOBVn43b8b6,https://api.spotify.com/v1/tracks/0PgNhIg5n0UAOBVn43b8b6,https://api.spotify.com/v1/audio-analysis/0PgNhIg5n0UAOBVn43b8b6,282400,4
253,3SoDB59Y7dSZLSDBiNJ6o2,Charlie,Red Hot Chili Peppers,0.6,0.912,7,-3.449,0,0.0724,0.0198,6.52e-05,0.0883,0.506,110.339,audio_features,3SoDB59Y7dSZLSDBiNJ6o2,spotify:track:3SoDB59Y7dSZLSDBiNJ6o2,https://api.spotify.com/v1/tracks/3SoDB59Y7dSZLSDBiNJ6o2,https://api.spotify.com/v1/audio-analysis/3SoDB59Y7dSZLSDBiNJ6o2,277533,4
254,0xAjq4KAQdJvUyCM7fFZ9K,Hey,Red Hot Chili Peppers,0.815,0.577,8,-6.253,1,0.0369,0.309,1.02e-05,0.101,0.737,122.61,audio_features,0xAjq4KAQdJvUyCM7fFZ9K,spotify:track:0xAjq4KAQdJvUyCM7fFZ9K,https://api.spotify.com/v1/tracks/0xAjq4KAQdJvUyCM7fFZ9K,https://api.spotify.com/v1/audio-analysis/0xAjq4KAQdJvUyCM7fFZ9K,339533,4
255,3GfOAdcoc3X5GPiiXmpBjK,Song 2,Blur,0.658,0.709,8,-6.736,1,0.0904,0.00188,0.00447,0.0657,0.855,129.699,audio_features,3GfOAdcoc3X5GPiiXmpBjK,spotify:track:3GfOAdcoc3X5GPiiXmpBjK,https://api.spotify.com/v1/tracks/3GfOAdcoc3X5GPiiXmpBjK,https://api.spotify.com/v1/audio-analysis/3GfOAdcoc3X5GPiiXmpBjK,121880,4
256,09wH7EKmwE5K7XU790cymf,Over My Head (Better Off Dead),Sum 41,0.44,0.919,7,-4.462,1,0.0735,0.00222,0.00503,0.0892,0.773,184.324,audio_features,09wH7EKmwE5K7XU790cymf,spotify:track:09wH7EKmwE5K7XU790cymf,https://api.spotify.com/v1/tracks/09wH7EKmwE5K7XU790cymf,https://api.spotify.com/v1/audio-analysis/09wH7EKmwE5K7XU790cymf,149307,4
257,3dcpXrvJczwaALgcy8f8IN,I Miss You,blink-182,0.423,0.776,11,-6.485,1,0.0452,0.000843,8e-06,0.0911,0.569,109.991,audio_features,3dcpXrvJczwaALgcy8f8IN,spotify:track:3dcpXrvJczwaALgcy8f8IN,https://api.spotify.com/v1/tracks/3dcpXrvJczwaALgcy8f8IN,https://api.spotify.com/v1/audio-analysis/3dcpXrvJczwaALgcy8f8IN,226905,4
258,2aGI6026jt9do6XgCd7YED,Under My Thumb,The Rolling Stones,0.718,0.647,6,-8.78,0,0.0342,0.31,0.145,0.115,0.816,127.086,audio_features,2aGI6026jt9do6XgCd7YED,spotify:track:2aGI6026jt9do6XgCd7YED,https://api.spotify.com/v1/tracks/2aGI6026jt9do6XgCd7YED,https://api.spotify.com/v1/audio-analysis/2aGI6026jt9do6XgCd7YED,221573,4
259,0VLdJcQUsqHBBwqPp4CIKJ,Aeroplane,Red Hot Chili Peppers,0.639,0.839,5,-4.703,1,0.0634,0.0446,3.74e-06,0.468,0.603,101.447,audio_features,0VLdJcQUsqHBBwqPp4CIKJ,spotify:track:0VLdJcQUsqHBBwqPp4CIKJ,https://api.spotify.com/v1/tracks/0VLdJcQUsqHBBwqPp4CIKJ,https://api.spotify.com/v1/audio-analysis/0VLdJcQUsqHBBwqPp4CIKJ,285067,4
260,26ocLzyIX0dkfDgAerzFzs,Teddy Picker,Arctic Monkeys,0.637,0.963,9,-5.116,1,0.0882,0.000286,0.000889,0.0449,0.823,150.1,audio_features,26ocLzyIX0dkfDgAerzFzs,spotify:track:26ocLzyIX0dkfDgAerzFzs,https://api.spotify.com/v1/tracks/26ocLzyIX0dkfDgAerzFzs,https://api.spotify.com/v1/audio-analysis/26ocLzyIX0dkfDgAerzFzs,165000,4
261,7wVqvMJsad67kvg4V1nXHm,Fluorescent Adolescent,Arctic Monkeys,0.654,0.828,1,-5.377,0,0.0281,0.00146,0.000144,0.122,0.79,112.056,audio_features,7wVqvMJsad67kvg4V1nXHm,spotify:track:7wVqvMJsad67kvg4V1nXHm,https://api.spotify.com/v1/tracks/7wVqvMJsad67kvg4V1nXHm,https://api.spotify.com/v1/audio-analysis/7wVqvMJsad67kvg4V1nXHm,183893,4
262,6XhK6dMUBUHplp3n8WvgVf,Leave Before The Lights Come On,Arctic Monkeys,0.365,0.887,0,-4.579,1,0.0417,0.00272,2.18e-05,0.0923,0.916,150.718,audio_features,6XhK6dMUBUHplp3n8WvgVf,spotify:track:6XhK6dMUBUHplp3n8WvgVf,https://api.spotify.com/v1/tracks/6XhK6dMUBUHplp3n8WvgVf,https://api.spotify.com/v1/audio-analysis/6XhK6dMUBUHplp3n8WvgVf,233947,4
263,72PH0aQ1x4U9feP72W980h,Baby I'm Yours,Arctic Monkeys,0.462,0.595,2,-9.363,1,0.0347,0.215,0.0,0.184,0.64,113.719,audio_features,72PH0aQ1x4U9feP72W980h,spotify:track:72PH0aQ1x4U9feP72W980h,https://api.spotify.com/v1/tracks/72PH0aQ1x4U9feP72W980h,https://api.spotify.com/v1/audio-analysis/72PH0aQ1x4U9feP72W980h,152613,4
264,3f0Sb02YQctClGaoFusRSm,Who The Fuck Are Arctic Monkeys?,Arctic Monkeys,0.355,0.891,7,-7.675,1,0.04,0.000201,0.0246,0.119,0.581,132.767,audio_features,3f0Sb02YQctClGaoFusRSm,spotify:track:3f0Sb02YQctClGaoFusRSm,https://api.spotify.com/v1/tracks/3f0Sb02YQctClGaoFusRSm,https://api.spotify.com/v1/audio-analysis/3f0Sb02YQctClGaoFusRSm,336827,4
265,3ntrdR24dLkKrzSGRv1FlH,Stand By Me - Remastered 2010,John Lennon,0.632,0.556,9,-10.138,1,0.0288,0.29,0.0215,0.0779,0.633,104.996,audio_features,3ntrdR24dLkKrzSGRv1FlH,spotify:track:3ntrdR24dLkKrzSGRv1FlH,https://api.spotify.com/v1/tracks/3ntrdR24dLkKrzSGRv1FlH,https://api.spotify.com/v1/audio-analysis/3ntrdR24dLkKrzSGRv1FlH,211667,4
266,4sQJXbtxwoKHG7PwMRJ0Ig,The Kids Aren't Alright,The Offspring,0.52,0.945,1,-4.197,1,0.0335,0.00599,4.97e-05,0.0495,0.807,99.603,audio_features,4sQJXbtxwoKHG7PwMRJ0Ig,spotify:track:4sQJXbtxwoKHG7PwMRJ0Ig,https://api.spotify.com/v1/tracks/4sQJXbtxwoKHG7PwMRJ0Ig,https://api.spotify.com/v1/audio-analysis/4sQJXbtxwoKHG7PwMRJ0Ig,179600,4
267,4PyGxrPiBzShvuxaHab0lu,Is It Any Wonder?,Keane,0.486,0.918,11,-4.919,0,0.0356,3.51e-05,0.000302,0.314,0.818,129.324,audio_features,4PyGxrPiBzShvuxaHab0lu,spotify:track:4PyGxrPiBzShvuxaHab0lu,https://api.spotify.com/v1/tracks/4PyGxrPiBzShvuxaHab0lu,https://api.spotify.com/v1/audio-analysis/4PyGxrPiBzShvuxaHab0lu,185813,4
268,15049rGLXHwrWtE4euUb5C,The Killing Moon,Echo & the Bunnymen,0.522,0.85,7,-4.769,1,0.0361,0.132,0.0338,0.295,0.71,124.216,audio_features,15049rGLXHwrWtE4euUb5C,spotify:track:15049rGLXHwrWtE4euUb5C,https://api.spotify.com/v1/tracks/15049rGLXHwrWtE4euUb5C,https://api.spotify.com/v1/audio-analysis/15049rGLXHwrWtE4euUb5C,346280,4
269,3MJqRK2KSpgbnoqpSSaHoL,Stuck on the puzzle,Alex Turner,0.58,0.682,4,-8.523,1,0.0332,0.0792,0.0316,0.161,0.774,77.53,audio_features,3MJqRK2KSpgbnoqpSSaHoL,spotify:track:3MJqRK2KSpgbnoqpSSaHoL,https://api.spotify.com/v1/tracks/3MJqRK2KSpgbnoqpSSaHoL,https://api.spotify.com/v1/audio-analysis/3MJqRK2KSpgbnoqpSSaHoL,211053,4
270,3e0McEmoNU05YD0dBT5afU,Cornerstone,Arctic Monkeys,0.298,0.721,9,-5.828,1,0.0366,0.00702,0.0,0.307,0.727,169.929,audio_features,3e0McEmoNU05YD0dBT5afU,spotify:track:3e0McEmoNU05YD0dBT5afU,https://api.spotify.com/v1/tracks/3e0McEmoNU05YD0dBT5afU,https://api.spotify.com/v1/audio-analysis/3e0McEmoNU05YD0dBT5afU,198000,4
271,43KuVnM5VGa8nb7K8H3ZJQ,Crying Lightning,Arctic Monkeys,0.512,0.882,4,-4.434,0,0.0506,0.0178,0.000214,0.279,0.617,106.811,audio_features,43KuVnM5VGa8nb7K8H3ZJQ,spotify:track:43KuVnM5VGa8nb7K8H3ZJQ,https://api.spotify.com/v1/tracks/43KuVnM5VGa8nb7K8H3ZJQ,https://api.spotify.com/v1/audio-analysis/43KuVnM5VGa8nb7K8H3ZJQ,223184,4
272,1f3yAtsJtY87CTmM8RLnxf,Smells Like Teen Spirit,Nirvana,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,audio_features,1f3yAtsJtY87CTmM8RLnxf,spotify:track:1f3yAtsJtY87CTmM8RLnxf,https://api.spotify.com/v1/tracks/1f3yAtsJtY87CTmM8RLnxf,https://api.spotify.com/v1/audio-analysis/1f3yAtsJtY87CTmM8RLnxf,301920,4
273,0MKGH8UMfCnq5w7nG06oM5,Come As You Are,Nirvana,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,audio_features,0MKGH8UMfCnq5w7nG06oM5,spotify:track:0MKGH8UMfCnq5w7nG06oM5,https://api.spotify.com/v1/tracks/0MKGH8UMfCnq5w7nG06oM5,https://api.spotify.com/v1/audio-analysis/0MKGH8UMfCnq5w7nG06oM5,218920,4
274,74EV0g12ihUoOUXMprFpZB,Losing My Religion,R.E.M.,0.672,0.841,9,-5.992,0,0.0285,0.0767,0.0,0.135,0.82,125.437,audio_features,74EV0g12ihUoOUXMprFpZB,spotify:track:74EV0g12ihUoOUXMprFpZB,https://api.spotify.com/v1/tracks/74EV0g12ihUoOUXMprFpZB,https://api.spotify.com/v1/audio-analysis/74EV0g12ihUoOUXMprFpZB,267733,4
275,02ePjHjIiszSYqeLykvpTN,She's Electric - Remastered,Oasis,0.487,0.909,9,-3.484,1,0.0463,0.159,1.27e-06,0.303,0.51,125.418,audio_features,02ePjHjIiszSYqeLykvpTN,spotify:track:02ePjHjIiszSYqeLykvpTN,https://api.spotify.com/v1/tracks/02ePjHjIiszSYqeLykvpTN,https://api.spotify.com/v1/audio-analysis/02ePjHjIiszSYqeLykvpTN,220920,4
276,3Au6174rC3JSzZN5BhCl3D,I Want To Break Free - Single Remix,Queen,0.795,0.435,4,-8.927,1,0.0324,0.0841,0.00026,0.0763,0.596,108.951,audio_features,3Au6174rC3JSzZN5BhCl3D,spotify:track:3Au6174rC3JSzZN5BhCl3D,https://api.spotify.com/v1/tracks/3Au6174rC3JSzZN5BhCl3D,https://api.spotify.com/v1/audio-analysis/3Au6174rC3JSzZN5BhCl3D,258013,4
277,6u0x5ad9ewHvs3z6u9Oe3c,Under Cover of Darkness,The Strokes,0.357,0.775,11,-3.364,1,0.054,0.00419,0.285,0.0676,0.589,199.853,audio_features,6u0x5ad9ewHvs3z6u9Oe3c,spotify:track:6u0x5ad9ewHvs3z6u9Oe3c,https://api.spotify.com/v1/tracks/6u0x5ad9ewHvs3z6u9Oe3c,https://api.spotify.com/v1/audio-analysis/6u0x5ad9ewHvs3z6u9Oe3c,235547,4
278,56NkIxSZZiMpFP5ZNSxtnT,Someday,The Strokes,0.542,0.531,9,-7.481,1,0.0301,0.0033,1.51e-06,0.338,0.671,105.97,audio_features,56NkIxSZZiMpFP5ZNSxtnT,spotify:track:56NkIxSZZiMpFP5ZNSxtnT,https://api.spotify.com/v1/tracks/56NkIxSZZiMpFP5ZNSxtnT,https://api.spotify.com/v1/audio-analysis/56NkIxSZZiMpFP5ZNSxtnT,183391,4
279,0aGQHMr7bc23Y9Ts84ffop,Around the World,Red Hot Chili Peppers,0.504,0.96,0,-1.464,1,0.183,0.00417,0.569,0.0613,0.774,96.682,audio_features,0aGQHMr7bc23Y9Ts84ffop,spotify:track:0aGQHMr7bc23Y9Ts84ffop,https://api.spotify.com/v1/tracks/0aGQHMr7bc23Y9Ts84ffop,https://api.spotify.com/v1/audio-analysis/0aGQHMr7bc23Y9Ts84ffop,238733,4
280,2cgqvO5jXaLoAHLNCVT3Vz,When I'm Gone,Eminem,0.515,0.74,10,-5.507,0,0.363,0.0493,0.0,0.258,0.765,75.922,audio_features,2cgqvO5jXaLoAHLNCVT3Vz,spotify:track:2cgqvO5jXaLoAHLNCVT3Vz,https://api.spotify.com/v1/tracks/2cgqvO5jXaLoAHLNCVT3Vz,https://api.spotify.com/v1/audio-analysis/2cgqvO5jXaLoAHLNCVT3Vz,281133,4
281,67nAU2VBR1i9eBrVLuvajz,Stan,Eminem,0.781,0.74,6,-5.065,0,0.208,0.0375,2.27e-06,0.449,0.527,80.056,audio_features,67nAU2VBR1i9eBrVLuvajz,spotify:track:67nAU2VBR1i9eBrVLuvajz,https://api.spotify.com/v1/tracks/67nAU2VBR1i9eBrVLuvajz,https://api.spotify.com/v1/audio-analysis/67nAU2VBR1i9eBrVLuvajz,404427,4
282,7dtuGiBwn2vgvDPVNyWlck,Untitled,Eminem,0.855,0.837,11,-2.861,1,0.106,0.358,0.0,0.17,0.776,112.024,audio_features,7dtuGiBwn2vgvDPVNyWlck,spotify:track:7dtuGiBwn2vgvDPVNyWlck,https://api.spotify.com/v1/tracks/7dtuGiBwn2vgvDPVNyWlck,https://api.spotify.com/v1/audio-analysis/7dtuGiBwn2vgvDPVNyWlck,194440,3
283,4hEl2wrneFEJbJ6SDYWd2f,Not Afraid,Eminem,0.854,0.954,0,-1.185,0,0.246,0.543,0.0,0.201,0.67,114.609,audio_features,4hEl2wrneFEJbJ6SDYWd2f,spotify:track:4hEl2wrneFEJbJ6SDYWd2f,https://api.spotify.com/v1/tracks/4hEl2wrneFEJbJ6SDYWd2f,https://api.spotify.com/v1/audio-analysis/4hEl2wrneFEJbJ6SDYWd2f,248133,5
284,6UaRii9AH6Zss9xNMEQ2M9,Love The Way You Lie,Eminem,0.746,0.922,10,-5.014,1,0.236,0.246,0.0,0.515,0.638,86.961,audio_features,6UaRii9AH6Zss9xNMEQ2M9,spotify:track:6UaRii9AH6Zss9xNMEQ2M9,https://api.spotify.com/v1/tracks/6UaRii9AH6Zss9xNMEQ2M9,https://api.spotify.com/v1/audio-analysis/6UaRii9AH6Zss9xNMEQ2M9,263373,4
285,3pAnZV3mgNKCABheAUatc3,Guts Over Fear,Eminem,0.651,0.856,6,-4.253,1,0.212,0.353,0.0,0.227,0.508,140.013,audio_features,3pAnZV3mgNKCABheAUatc3,spotify:track:3pAnZV3mgNKCABheAUatc3,https://api.spotify.com/v1/tracks/3pAnZV3mgNKCABheAUatc3,https://api.spotify.com/v1/audio-analysis/3pAnZV3mgNKCABheAUatc3,301000,4
286,1WGUqMaTj8MN7QYZErtsVv,Rhyme Or Reason,Eminem,0.854,0.832,9,-3.836,1,0.247,0.146,0.0,0.0513,0.643,116.957,audio_features,1WGUqMaTj8MN7QYZErtsVv,spotify:track:1WGUqMaTj8MN7QYZErtsVv,https://api.spotify.com/v1/tracks/1WGUqMaTj8MN7QYZErtsVv,https://api.spotify.com/v1/audio-analysis/1WGUqMaTj8MN7QYZErtsVv,301721,4
287,2vbWpgFRbqbVZFybdCgm6M,Berzerk,Eminem,0.738,0.875,11,-4.043,0,0.331,0.0223,0.0,0.247,0.664,95.073,audio_features,2vbWpgFRbqbVZFybdCgm6M,spotify:track:2vbWpgFRbqbVZFybdCgm6M,https://api.spotify.com/v1/tracks/2vbWpgFRbqbVZFybdCgm6M,https://api.spotify.com/v1/audio-analysis/2vbWpgFRbqbVZFybdCgm6M,238746,4
288,1vSBBTF9m6k0LZCP4Q8DeJ,Stan,Eminem,0.658,0.84,8,-5.534,1,0.145,0.218,0.0,0.701,0.6,80.063,audio_features,1vSBBTF9m6k0LZCP4Q8DeJ,spotify:track:1vSBBTF9m6k0LZCP4Q8DeJ,https://api.spotify.com/v1/tracks/1vSBBTF9m6k0LZCP4Q8DeJ,https://api.spotify.com/v1/audio-analysis/1vSBBTF9m6k0LZCP4Q8DeJ,380280,4
289,3Lt558KSXrSTLBr3EJ3BAe,We Dem Boyz,Wiz Khalifa,0.717,0.862,8,-4.736,1,0.054,0.00689,0.0,0.321,0.52,130.021,audio_features,3Lt558KSXrSTLBr3EJ3BAe,spotify:track:3Lt558KSXrSTLBr3EJ3BAe,https://api.spotify.com/v1/tracks/3Lt558KSXrSTLBr3EJ3BAe,https://api.spotify.com/v1/audio-analysis/3Lt558KSXrSTLBr3EJ3BAe,224933,4
290,5A6OHHy73AR5tLxgTc98zz,Black and Yellow,Wiz Khalifa,0.684,0.834,2,-4.524,0,0.0675,0.0646,0.0,0.271,0.538,164.02,audio_features,5A6OHHy73AR5tLxgTc98zz,spotify:track:5A6OHHy73AR5tLxgTc98zz,https://api.spotify.com/v1/tracks/5A6OHHy73AR5tLxgTc98zz,https://api.spotify.com/v1/audio-analysis/5A6OHHy73AR5tLxgTc98zz,217667,4
291,6qa6a2fsCbLMkSIoZEfvTJ,Fly Solo,Wiz Khalifa,0.74,0.723,11,-4.523,0,0.0716,0.443,0.0,0.149,0.919,82.018,audio_features,6qa6a2fsCbLMkSIoZEfvTJ,spotify:track:6qa6a2fsCbLMkSIoZEfvTJ,https://api.spotify.com/v1/tracks/6qa6a2fsCbLMkSIoZEfvTJ,https://api.spotify.com/v1/audio-analysis/6qa6a2fsCbLMkSIoZEfvTJ,200347,4
292,3uulVrxiI7iLTjOBZsaiF8,Donald Trump,Mac Miller,0.636,0.901,1,-7.094,0,0.118,0.119,0.0,0.391,0.836,162.994,audio_features,3uulVrxiI7iLTjOBZsaiF8,spotify:track:3uulVrxiI7iLTjOBZsaiF8,https://api.spotify.com/v1/tracks/3uulVrxiI7iLTjOBZsaiF8,https://api.spotify.com/v1/audio-analysis/3uulVrxiI7iLTjOBZsaiF8,165908,4
293,4ZQyCb1wKXCpTxSGDuWKga,Live Free,Mac Miller,0.475,0.667,8,-8.639,0,0.425,0.473,0.0,0.398,0.703,184.999,audio_features,4ZQyCb1wKXCpTxSGDuWKga,spotify:track:4ZQyCb1wKXCpTxSGDuWKga,https://api.spotify.com/v1/tracks/4ZQyCb1wKXCpTxSGDuWKga,https://api.spotify.com/v1/audio-analysis/4ZQyCb1wKXCpTxSGDuWKga,193469,4
294,2jhtODLY04Z9bFzFgt5CvI,On And On,Mac Miller,0.626,0.738,9,-7.789,1,0.0451,0.0367,0.0,0.263,0.746,148.004,audio_features,2jhtODLY04Z9bFzFgt5CvI,spotify:track:2jhtODLY04Z9bFzFgt5CvI,https://api.spotify.com/v1/tracks/2jhtODLY04Z9bFzFgt5CvI,https://api.spotify.com/v1/audio-analysis/2jhtODLY04Z9bFzFgt5CvI,190218,4
295,3RWSwt69MbmL8T7dPbLl0P,Sparrows Feat. Kristoff Krane,No Bird Sing,0.596,0.824,2,-6.078,1,0.114,0.407,1.78e-06,0.17,0.581,134.15,audio_features,3RWSwt69MbmL8T7dPbLl0P,spotify:track:3RWSwt69MbmL8T7dPbLl0P,https://api.spotify.com/v1/tracks/3RWSwt69MbmL8T7dPbLl0P,https://api.spotify.com/v1/audio-analysis/3RWSwt69MbmL8T7dPbLl0P,197080,4
296,25Ux8hXpW7nlnXtx5o5J44,Land Mines,No Bird Sing,0.65,0.554,2,-8.094,0,0.109,0.344,0.0,0.118,0.661,152.16,audio_features,25Ux8hXpW7nlnXtx5o5J44,spotify:track:25Ux8hXpW7nlnXtx5o5J44,https://api.spotify.com/v1/tracks/25Ux8hXpW7nlnXtx5o5J44,https://api.spotify.com/v1/audio-analysis/25Ux8hXpW7nlnXtx5o5J44,308787,4
297,3Cd5BE3carDNzPaN4Iu0qs,Picture Me Rollin' (feat. Kurupt & Butch Cassidy),2Pac,0.798,0.731,7,-5.209,1,0.229,0.0869,0.0,0.0808,0.474,95.969,audio_features,3Cd5BE3carDNzPaN4Iu0qs,spotify:track:3Cd5BE3carDNzPaN4Iu0qs,https://api.spotify.com/v1/tracks/3Cd5BE3carDNzPaN4Iu0qs,https://api.spotify.com/v1/audio-analysis/3Cd5BE3carDNzPaN4Iu0qs,219307,4
298,546jptkBtmJ076SnwEg3fn,The Prayer,Kid Cudi,0.744,0.676,6,-7.827,0,0.14,0.447,4.65e-06,0.61,0.729,140.037,audio_features,546jptkBtmJ076SnwEg3fn,spotify:track:546jptkBtmJ076SnwEg3fn,https://api.spotify.com/v1/tracks/546jptkBtmJ076SnwEg3fn,https://api.spotify.com/v1/audio-analysis/546jptkBtmJ076SnwEg3fn,200947,4
299,5U8hKxSaDXB8cVeLFQjvwx,The Monster,Eminem,0.784,0.85,9,-3.679,1,0.0691,0.0492,0.0,0.112,0.567,110.004,audio_features,5U8hKxSaDXB8cVeLFQjvwx,spotify:track:5U8hKxSaDXB8cVeLFQjvwx,https://api.spotify.com/v1/tracks/5U8hKxSaDXB8cVeLFQjvwx,https://api.spotify.com/v1/audio-analysis/5U8hKxSaDXB8cVeLFQjvwx,250189,4
300,4bsKoUsWFUJTYXbqvYQ0gB,Beautiful,Eminem,0.727,0.696,5,-4.472,0,0.0706,0.251,0.0,0.0726,0.467,132.077,audio_features,4bsKoUsWFUJTYXbqvYQ0gB,spotify:track:4bsKoUsWFUJTYXbqvYQ0gB,https://api.spotify.com/v1/tracks/4bsKoUsWFUJTYXbqvYQ0gB,https://api.spotify.com/v1/audio-analysis/4bsKoUsWFUJTYXbqvYQ0gB,392827,4
301,3lPAHV0b53zgRRm9LBgnTY,Empire State Of Mind,JAY-Z,0.49,0.961,8,-1.595,0,0.398,0.0263,0.0,0.535,0.795,173.595,audio_features,3lPAHV0b53zgRRm9LBgnTY,spotify:track:3lPAHV0b53zgRRm9LBgnTY,https://api.spotify.com/v1/tracks/3lPAHV0b53zgRRm9LBgnTY,https://api.spotify.com/v1/audio-analysis/3lPAHV0b53zgRRm9LBgnTY,276920,4
302,7vwkKw2Xd7Pks1X712Au0T,Remember the Name (feat. Styles of Beyond),Fort Minor,0.688,0.835,8,-4.162,1,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858,audio_features,7vwkKw2Xd7Pks1X712Au0T,spotify:track:7vwkKw2Xd7Pks1X712Au0T,https://api.spotify.com/v1/tracks/7vwkKw2Xd7Pks1X712Au0T,https://api.spotify.com/v1/audio-analysis/7vwkKw2Xd7Pks1X712Au0T,230493,4
303,5DD9jE8Z3LvpVn2TxknJyX,We Own It (Fast & Furious),2 Chainz,0.554,0.899,8,-4.573,1,0.408,0.0521,0.0,0.0568,0.552,171.966,audio_features,5DD9jE8Z3LvpVn2TxknJyX,spotify:track:5DD9jE8Z3LvpVn2TxknJyX,https://api.spotify.com/v1/tracks/5DD9jE8Z3LvpVn2TxknJyX,https://api.spotify.com/v1/audio-analysis/5DD9jE8Z3LvpVn2TxknJyX,227893,4
304,2i5gkqfLxlCM902kgZVb6v,Pass Out,Tinie Tempah,0.693,0.891,1,-3.261,1,0.296,0.0281,0.0,0.143,0.532,91.1,audio_features,2i5gkqfLxlCM902kgZVb6v,spotify:track:2i5gkqfLxlCM902kgZVb6v,https://api.spotify.com/v1/tracks/2i5gkqfLxlCM902kgZVb6v,https://api.spotify.com/v1/audio-analysis/2i5gkqfLxlCM902kgZVb6v,268053,4
305,2LuZT0HtbVYU53AxC1srWX,My Life,50 Cent,0.65,0.937,1,-4.106,1,0.281,0.0494,1.01e-05,0.291,0.541,175.903,audio_features,2LuZT0HtbVYU53AxC1srWX,spotify:track:2LuZT0HtbVYU53AxC1srWX,https://api.spotify.com/v1/tracks/2LuZT0HtbVYU53AxC1srWX,https://api.spotify.com/v1/audio-analysis/2LuZT0HtbVYU53AxC1srWX,239907,4
306,1UfBAJfmofTffrae5ls6DA,Hotline Bling,Drake,0.893,0.639,2,-7.857,1,0.0549,0.00226,0.000315,0.0382,0.579,134.963,audio_features,1UfBAJfmofTffrae5ls6DA,spotify:track:1UfBAJfmofTffrae5ls6DA,https://api.spotify.com/v1/tracks/1UfBAJfmofTffrae5ls6DA,https://api.spotify.com/v1/audio-analysis/1UfBAJfmofTffrae5ls6DA,267024,4
307,0KGBU6sYZ1WC5UXrdvIxtC,Ultimate,Denzel Curry,0.493,0.826,9,-3.106,1,0.311,0.095,3.42e-06,0.252,0.75,112.872,audio_features,0KGBU6sYZ1WC5UXrdvIxtC,spotify:track:0KGBU6sYZ1WC5UXrdvIxtC,https://api.spotify.com/v1/tracks/0KGBU6sYZ1WC5UXrdvIxtC,https://api.spotify.com/v1/audio-analysis/0KGBU6sYZ1WC5UXrdvIxtC,189974,4
308,5pBvNeOAJ54zgd5lEOmM3b,Without Me,Eminem,0.919,0.657,7,-2.823,1,0.0907,0.00293,0.0,0.356,0.659,112.23,audio_features,5pBvNeOAJ54zgd5lEOmM3b,spotify:track:5pBvNeOAJ54zgd5lEOmM3b,https://api.spotify.com/v1/tracks/5pBvNeOAJ54zgd5lEOmM3b,https://api.spotify.com/v1/audio-analysis/5pBvNeOAJ54zgd5lEOmM3b,291213,4
